Manufacturer,Model Year,Regulatory Class,Vehicle Type,Production ,Production Share,MPG (Avg. City/HW),CO2 g/mi (Avg. City/HW),Footprint (sq. ft.)
Nissan,1995,Car,Sedan/Wagon,521,0.036,24.07,369.22,
Nissan,1995,Car,All Car,521,0.036,24.07,369.22,
Toyota,1995,Car,All Car,829,0.057,24.28,366.02,
Mazda,1995,All,All,318,0.022,24.29,365.86,
Toyota,1995,Car,Sedan/Wagon,796,0.054,24.67,360.17,
Mazda,1995,Car,Sedan/Wagon,272,0.019,25.18,352.91,
Mazda,1995,Car,All Car,272,0.019,25.18,352.91,
Kia,1995,Car,All Car,21,0.001,25.35,350.54,
Hyundai,1995,Car,Sedan/Wagon,143,0.01,25.36,350.44,
Hyundai,1995,Car,All Car,143,0.01,25.36,350.44,
Hyundai,1995,All,All,143,0.01,25.36,350.44,
Kia,1995,Car,Sedan/Wagon,20,0.001,25.43,349.41,
Honda,1995,All,All,796,0.054,26.51,335.25,
Honda,1995,Car,Sedan/Wagon,764,0.052,26.81,331.47,
Honda,1995,Car,All Car,764,0.052,26.81,331.47,
Stellantis,1996,Truck,Pickup,359,0.028,14.40,617.14,
Honda,1996,Truck,Truck SUV,20,0.002,15.66,567.49,
Stellantis,1996,Truck,Truck SUV,371,0.029,15.72,565.17,
All,1996,Truck,Truck SUV,1603,0.122,16.23,547.68,
Ford,1996,Truck,Truck SUV,433,0.034,16.24,547.23,
Nissan,1996,Truck,Truck SUV,53,0.004,16.27,546.25,
GM,1996,Truck,Truck SUV,578,0.045,16.33,544.31,
Honda,1996,Car,Car SUV,9,0.001,16.35,543.65,
Stellantis,1996,Truck,All Truck,1429,0.112,16.67,533.09,
GM,1996,Truck,All Truck,1514,0.119,17.10,519.93,
All,1996,Truck,Pickup,1955,0.149,17.15,518.40,
Stellantis,1996,Car,Car SUV,99,0.008,17.15,518.21,
All,1996,Truck,All Truck,4967,0.378,17.15,518.25,
Mazda,1996,Truck,Minivan/Van,15,0.001,17.18,517.19,
Mazda,1996,Truck,All Truck,15,0.001,17.18,517.19,
Ford,1996,Truck,All Truck,1455,0.114,17.23,515.85,
Toyota,1996,Truck,Truck SUV,87,0.007,17.46,509.12,
GM,1996,Truck,Pickup,737,0.058,17.59,505.72,
Ford,1996,Truck,Pickup,600,0.047,17.65,503.56,
GM,1996,Truck,Minivan/Van,199,0.016,17.71,501.81,
Ford,1996,Truck,Minivan/Van,422,0.033,17.74,501.10,
All,1996,Truck,Minivan/Van,1409,0.107,18.34,484.58,
Stellantis,1996,All,All,2336,0.183,18.34,484.50,
Toyota,1996,Truck,Minivan/Van,8,0.001,18.38,483.49,
All,1996,Car,Car SUV,287,0.022,18.43,482.16,
Ford,1996,Car,Car SUV,20,0.002,18.47,481.23,
Toyota,1996,Truck,All Truck,265,0.021,18.59,478.08,
Honda,1996,Truck,All Truck,39,0.003,18.65,476.53,
Nissan,1996,Truck,All Truck,187,0.015,18.75,474.01,
GM,1996,Car,Car SUV,111,0.009,18.76,473.69,
Stellantis,1996,Truck,Minivan/Van,699,0.055,18.79,472.97,
Kia,1996,Truck,All Truck,7,0.001,18.81,472.54,
Kia,1996,Truck,Truck SUV,7,0.001,18.81,472.54,
Nissan,1996,Truck,Minivan/Van,46,0.004,18.92,469.78,
Toyota,1996,Truck,Pickup,170,0.013,19.24,461.99,
Ford,1996,All,All,2943,0.231,19.24,461.80,
Kia,1996,Car,Car SUV,2,0,20.29,437.96,
GM,1996,All,All,4235,0.333,20.41,435.51,
All,1996,All,All,13144,1,20.43,435.01,
Nissan,1996,Truck,Pickup,89,0.007,20.51,433.34,
Mercedes,1996,Car,All Car,62,0.005,20.79,429.33,
Mercedes,1996,Car,Sedan/Wagon,62,0.005,20.79,429.33,
Mercedes,1996,All,All,62,0.005,20.79,429.33,
Toyota,1996,Car,Car SUV,42,0.003,21.13,420.60,
Ford,1996,Car,All Car,1488,0.117,21.73,408.96,
Ford,1996,Car,Sedan/Wagon,1468,0.115,21.78,407.98,
Stellantis,1996,Car,All Car,907,0.071,21.78,407.96,
BMW,1996,Car,All Car,58,0.005,22.35,397.69,
BMW,1996,Car,Sedan/Wagon,58,0.005,22.35,397.69,
BMW,1996,All,All,58,0.005,22.35,397.69,
Kia,1996,All,All,36,0.003,22.36,397.39,
Toyota,1996,All,All,1077,0.085,22.39,396.84,
Subaru,1996,Car,All Car,97,0.008,22.48,395.28,
Subaru,1996,Car,Sedan/Wagon,97,0.008,22.48,395.28,
Subaru,1996,All,All,97,0.008,22.48,395.28,
Stellantis,1996,Car,Sedan/Wagon,808,0.063,22.53,394.43,
Nissan,1996,All,All,675,0.053,22.75,390.58,
GM,1996,Car,All Car,2721,0.214,22.87,388.53,
VW,1996,Car,All Car,164,0.013,22.91,389.02,
VW,1996,Car,Sedan/Wagon,164,0.013,22.91,389.02,
VW,1996,All,All,164,0.013,22.91,389.02,
GM,1996,Car,Sedan/Wagon,2610,0.205,23.09,384.91,
All,1996,Car,All Car,8177,0.622,23.12,384.44,
Honda,1996,Truck,Minivan/Van,19,0.002,23.28,381.69,
All,1996,Car,Sedan/Wagon,7890,0.6,23.33,380.89,
Kia,1996,Car,All Car,29,0.002,23.41,379.70,
Kia,1996,Car,Sedan/Wagon,27,0.002,23.65,375.74,
Toyota,1996,Car,All Car,812,0.064,24.00,370.37,
Toyota,1996,Car,Sedan/Wagon,770,0.061,24.17,367.64,
Nissan,1996,Car,Sedan/Wagon,489,0.038,24.78,358.70,
Nissan,1996,Car,All Car,489,0.038,24.78,358.70,
Mazda,1996,All,All,189,0.015,24.80,358.32,
Honda,1996,All,All,775,0.061,25.30,351.29,
Mazda,1996,Car,Sedan/Wagon,175,0.014,25.76,345.05,
Mazda,1996,Car,All Car,175,0.014,25.76,345.05,
Honda,1996,Car,All Car,735,0.058,25.79,344.59,
Honda,1996,Car,Sedan/Wagon,727,0.057,25.97,342.25,
Hyundai,1996,Car,Sedan/Wagon,84,0.007,26.79,331.77,
Hyundai,1996,Car,All Car,84,0.007,26.79,331.77,
Hyundai,1996,All,All,84,0.007,26.79,331.77,
Stellantis,1997,Truck,Pickup,402,0.029,14.67,605.64,
VW,1997,Truck,All Truck,2,0,15.27,582.10,
VW,1997,Truck,Minivan/Van,2,0,15.27,582.10,
Ford,1997,Truck,Truck SUV,644,0.046,15.42,576.30,
Honda,1997,Car,Car SUV,7,0.001,15.92,558.17,
GM,1997,Truck,Truck SUV,581,0.041,16.01,555.08,
Nissan,1997,Truck,Truck SUV,100,0.007,16.08,552.68,
All,1997,Truck,Truck SUV,2089,0.145,16.13,550.92,
Stellantis,1997,Truck,Truck SUV,394,0.028,16.28,545.83,
Toyota,1997,Truck,Pickup,30,0.002,16.62,534.66,
Stellantis,1997,Truck,All Truck,1379,0.098,16.65,533.74,
Ford,1997,Truck,All Truck,1957,0.139,16.67,533.05,
GM,1997,Truck,All Truck,1700,0.121,16.79,529.39,
All,1997,Truck,Pickup,2408,0.167,16.84,527.87,
All,1997,Truck,All Truck,5762,0.399,16.84,527.68,
Toyota,1997,Truck,All Truck,245,0.017,16.84,527.61,
Toyota,1997,Truck,Truck SUV,210,0.015,16.85,527.48,
Stellantis,1997,Car,Car SUV,78,0.006,16.86,527.15,
GM,1997,Truck,Pickup,766,0.055,16.89,526.45,
Mazda,1997,Truck,Minivan/Van,13,0.001,16.92,525.27,
Mazda,1997,Truck,All Truck,13,0.001,16.92,525.27,
Ford,1997,Truck,Minivan/Van,235,0.017,17.14,518.59,
Ford,1997,Truck,Pickup,1079,0.077,17.41,510.39,
Ford,1997,Car,Car SUV,24,0.002,17.59,505.15,
GM,1997,Truck,Minivan/Van,352,0.025,18.01,493.44,
GM,1997,Car,Car SUV,90,0.006,18.03,492.98,
All,1997,Truck,Minivan/Van,1265,0.088,18.18,488.95,
Toyota,1997,Truck,Minivan/Van,5,0,18.18,488.91,
Nissan,1997,Truck,All Truck,283,0.02,18.26,486.78,
Stellantis,1997,All,All,2233,0.159,18.30,485.72,
Nissan,1997,Truck,Minivan/Van,52,0.004,18.59,478.13,
Stellantis,1997,Truck,Minivan/Van,584,0.042,18.67,476.11,
Ford,1997,All,All,3601,0.256,18.79,472.91,
Kia,1997,Car,Car SUV,9,0.001,18.92,469.70,
All,1997,Car,Car SUV,361,0.025,19.23,462.02,
Kia,1997,Truck,All Truck,14,0.001,19.51,455.40,
Kia,1997,Truck,Truck SUV,14,0.001,19.51,455.40,
GM,1997,All,All,4376,0.311,20.12,441.82,
All,1997,All,All,14458,1,20.15,441.06,
Nissan,1997,Truck,Pickup,131,0.009,20.21,439.73,
Honda,1997,Truck,Minivan/Van,22,0.002,20.24,439.13,
Honda,1997,Truck,All Truck,112,0.008,20.33,437.12,
Honda,1997,Truck,Truck SUV,89,0.006,20.35,436.62,
Mercedes,1997,Car,All Car,102,0.007,20.64,431.82,
Mercedes,1997,Car,Sedan/Wagon,102,0.007,20.64,431.82,
Mercedes,1997,All,All,102,0.007,20.64,431.82,
BMW,1997,Car,All Car,132,0.009,21.05,422.17,
BMW,1997,Car,Sedan/Wagon,132,0.009,21.05,422.17,
BMW,1997,All,All,132,0.009,21.05,422.17,
Nissan,1997,All,All,803,0.057,21.73,408.93,
Stellantis,1997,Car,All Car,854,0.061,21.77,408.13,
Toyota,1997,All,All,1183,0.084,22.12,401.84,
Ford,1997,Car,All Car,1643,0.117,22.15,401.29,
Ford,1997,Car,Sedan/Wagon,1619,0.115,22.23,399.74,
Stellantis,1997,Car,Sedan/Wagon,776,0.055,22.43,396.17,
Toyota,1997,Car,Car SUV,126,0.009,22.61,393.13,
Kia,1997,All,All,66,0.005,22.67,392.03,
Subaru,1997,Car,All Car,119,0.008,22.88,388.34,
Subaru,1997,Car,Sedan/Wagon,119,0.008,22.88,388.34,
Subaru,1997,All,All,119,0.008,22.88,388.34,
VW,1997,All,All,177,0.013,22.93,388.18,
GM,1997,Car,All Car,2677,0.19,23.01,386.21,
VW,1997,Car,All Car,175,0.012,23.04,386.41,
VW,1997,Car,Sedan/Wagon,175,0.012,23.04,386.41,
All,1997,Car,All Car,8695,0.601,23.17,383.65,
GM,1997,Car,Sedan/Wagon,2586,0.184,23.23,382.49,
All,1997,Car,Sedan/Wagon,8334,0.576,23.37,380.26,
Kia,1997,Car,All Car,52,0.004,23.73,374.46,
Toyota,1997,Car,All Car,938,0.067,24.08,369.01,
Nissan,1997,Car,Sedan/Wagon,520,0.037,24.24,366.61,
Nissan,1997,Car,All Car,520,0.037,24.24,366.61,
Mazda,1997,All,All,188,0.013,24.29,365.89,
Toyota,1997,Car,Sedan/Wagon,812,0.058,24.33,365.27,
Kia,1997,Car,Sedan/Wagon,43,0.003,25.10,354.11,
Mazda,1997,Car,Sedan/Wagon,175,0.012,25.12,353.78,
Mazda,1997,Car,All Car,175,0.012,25.12,353.78,
Honda,1997,All,All,973,0.069,25.16,353.23,
Hyundai,1997,Car,Sedan/Wagon,104,0.007,25.35,350.57,
Hyundai,1997,Car,All Car,104,0.007,25.35,350.57,
Hyundai,1997,All,All,104,0.007,25.35,350.57,
Honda,1997,Car,All Car,861,0.061,25.96,342.36,
Honda,1997,Car,Sedan/Wagon,854,0.061,26.10,340.53,
Stellantis,1998,Truck,Pickup,447,0.032,14.90,596.53,
Ford,1998,Truck,Truck SUV,636,0.045,15.03,591.16,
Stellantis,1998,Truck,Truck SUV,523,0.037,15.52,572.47,
Nissan,1998,Truck,Truck SUV,81,0.006,15.94,557.46,
All,1998,Truck,Truck SUV,2127,0.147,16.16,549.86,
Mazda,1998,Truck,Minivan/Van,15,0.001,16.44,540.54,
Stellantis,1998,Truck,All Truck,1516,0.108,16.44,540.44,
Ford,1998,Truck,All Truck,1892,0.134,16.59,535.55,
GM,1998,Truck,Truck SUV,467,0.033,16.66,533.45,
All,1998,Truck,Pickup,2415,0.167,17.00,522.94,
Ford,1998,Truck,Pickup,806,0.057,17.05,521.09,
All,1998,Truck,All Truck,6030,0.417,17.07,520.67,
Stellantis,1998,Car,Car SUV,84,0.006,17.10,519.56,
GM,1998,Truck,All Truck,1677,0.119,17.31,513.40,
GM,1998,Truck,Pickup,847,0.06,17.33,512.86,
Ford,1998,Car,Car SUV,163,0.012,17.42,510.10,
Mercedes,1998,Truck,All Truck,39,0.003,17.44,509.67,
Mercedes,1998,Truck,Truck SUV,39,0.003,17.44,509.67,
Toyota,1998,Truck,Truck SUV,172,0.012,17.89,496.68,
Stellantis,1998,All,All,2265,0.161,18.02,493.07,
Nissan,1998,Truck,All Truck,197,0.014,18.16,489.32,
GM,1998,Truck,Minivan/Van,363,0.026,18.18,488.87,
All,1998,Car,Car SUV,454,0.031,18.24,487.24,
GM,1998,Car,Car SUV,124,0.009,18.38,483.57,
Ford,1998,Truck,Minivan/Van,450,0.032,18.41,482.85,
Nissan,1998,Truck,Minivan/Van,26,0.002,18.65,476.50,
All,1998,Truck,Minivan/Van,1489,0.103,18.70,475.32,
Ford,1998,All,All,3564,0.253,18.74,474.30,
Toyota,1998,Truck,All Truck,428,0.03,18.77,473.52,
Mazda,1998,Truck,All Truck,59,0.004,19.06,466.16,
Stellantis,1998,Truck,Minivan/Van,546,0.039,19.16,463.86,
Toyota,1998,Truck,Pickup,182,0.013,19.24,461.98,
Kia,1998,Car,Car SUV,8,0.001,19.74,450.10,
Kia,1998,Truck,All Truck,18,0.001,19.74,450.09,
Kia,1998,Truck,Truck SUV,18,0.001,19.74,450.09,
Toyota,1998,Truck,Minivan/Van,74,0.005,19.84,447.82,
All,1998,All,All,14456,1,20.10,442.26,
GM,1998,All,All,4282,0.304,20.11,441.93,
Mazda,1998,Truck,Pickup,44,0.003,20.17,440.58,
Honda,1998,Car,Car SUV,28,0.002,20.29,438.06,
Honda,1998,Truck,Truck SUV,96,0.007,20.56,432.33,
Nissan,1998,Truck,Pickup,89,0.006,20.62,430.96,
Mercedes,1998,All,All,152,0.011,20.72,429.94,
BMW,1998,Car,All Car,120,0.009,20.72,428.84,
BMW,1998,Car,Sedan/Wagon,120,0.009,20.72,428.84,
BMW,1998,All,All,120,0.009,20.72,428.84,
Honda,1998,Truck,All Truck,111,0.008,20.73,428.75,
Subaru,1998,Truck,Truck SUV,43,0.003,21.77,408.18,
Subaru,1998,Truck,All Truck,43,0.003,21.77,408.18,
Honda,1998,Truck,Minivan/Van,15,0.001,21.93,405.26,
Ford,1998,Car,All Car,1673,0.119,21.94,405.04,
Nissan,1998,All,All,611,0.043,22.08,402.52,
Mercedes,1998,Car,All Car,112,0.008,22.19,401.88,
Mercedes,1998,Car,Sedan/Wagon,112,0.008,22.19,401.88,
Toyota,1998,All,All,1289,0.092,22.28,398.80,
Subaru,1998,All,All,157,0.011,22.37,397.27,
Stellantis,1998,Car,All Car,749,0.053,22.38,397.14,
GM,1998,Car,All Car,2605,0.185,22.45,395.94,
Ford,1998,Car,Sedan/Wagon,1509,0.107,22.58,393.66,
Subaru,1998,Car,All Car,113,0.008,22.61,393.11,
Subaru,1998,Car,Sedan/Wagon,113,0.008,22.61,393.11,
GM,1998,Car,Sedan/Wagon,2481,0.176,22.70,391.56,
Mazda,1998,All,All,224,0.016,22.70,391.52,
Kia,1998,All,All,72,0.005,22.78,390.16,
All,1998,Car,All Car,8425,0.583,23.02,386.14,
VW,1998,Car,All Car,229,0.016,23.24,384.10,
VW,1998,Car,Sedan/Wagon,229,0.016,23.24,384.10,
VW,1998,All,All,229,0.016,23.24,384.10,
Stellantis,1998,Car,Sedan/Wagon,664,0.047,23.29,381.58,
All,1998,Car,Sedan/Wagon,7971,0.551,23.37,380.37,
Kia,1998,Car,All Car,54,0.004,24.02,369.98,
Toyota,1998,Car,Car SUV,29,0.002,24.07,369.23,
Mazda,1998,Car,Sedan/Wagon,165,0.012,24.35,364.93,
Mazda,1998,Car,All Car,165,0.012,24.35,364.93,
Toyota,1998,Car,All Car,861,0.061,24.57,361.65,
Toyota,1998,Car,Sedan/Wagon,832,0.059,24.59,361.38,
Nissan,1998,Car,Sedan/Wagon,414,0.029,24.61,361.18,
Nissan,1998,Car,All Car,414,0.029,24.61,361.18,
Hyundai,1998,Car,Sedan/Wagon,90,0.006,24.89,357.04,
Hyundai,1998,Car,All Car,90,0.006,24.89,357.04,
Hyundai,1998,All,All,90,0.006,24.89,357.04,
Kia,1998,Car,Sedan/Wagon,46,0.003,24.99,355.59,
Honda,1998,All,All,1021,0.073,25.04,354.95,
Honda,1998,Car,All Car,910,0.065,25.69,345.96,
Honda,1998,Car,Sedan/Wagon,882,0.063,25.91,343.05,
Stellantis,1999,Truck,Pickup,405,0.028,14.63,607.34,
Ford,1999,Truck,Truck SUV,560,0.038,14.93,595.34,
Stellantis,1999,Truck,Truck SUV,647,0.044,15.44,575.71,
VW,1999,Truck,All Truck,3,0,15.70,566.07,
VW,1999,Truck,Minivan/Van,3,0,15.70,566.07,
Nissan,1999,Truck,Truck SUV,85,0.006,15.93,557.81,
All,1999,Truck,Truck SUV,2342,0.154,16.07,552.88,
Ford,1999,Truck,All Truck,1776,0.121,16.15,550.16,
GM,1999,Truck,Truck SUV,489,0.033,16.16,549.93,
GM,1999,Truck,Pickup,1013,0.069,16.17,549.59,
Stellantis,1999,Truck,All Truck,1629,0.111,16.26,546.65,
All,1999,Truck,Pickup,2544,0.167,16.29,545.72,
GM,1999,Truck,All Truck,1878,0.128,16.50,538.57,
Mercedes,1999,Truck,All Truck,52,0.004,16.56,536.53,
Mercedes,1999,Truck,Truck SUV,52,0.004,16.56,536.53,
All,1999,Truck,All Truck,6350,0.417,16.62,534.64,
Ford,1999,Truck,Pickup,869,0.059,16.62,534.63,
Ford,1999,Truck,Minivan/Van,347,0.024,17.22,516.22,
Nissan,1999,Truck,All Truck,171,0.012,17.29,514.00,
Stellantis,1999,All,All,2392,0.163,17.64,503.67,
Stellantis,1999,Car,Car SUV,79,0.005,17.71,501.67,
Ford,1999,Car,Car SUV,152,0.01,17.73,501.19,
Toyota,1999,Truck,Truck SUV,262,0.018,17.78,499.92,
GM,1999,Truck,Minivan/Van,376,0.026,17.99,494.05,
GM,1999,Car,Car SUV,122,0.008,18.16,489.41,
All,1999,Truck,Minivan/Van,1463,0.096,18.28,486.20,
Toyota,1999,Truck,All Truck,499,0.034,18.34,484.59,
Ford,1999,All,All,3482,0.237,18.51,480.13,
All,1999,Car,Car SUV,488,0.032,18.51,480.12,
Toyota,1999,Truck,Pickup,168,0.011,18.73,474.43,
Nissan,1999,Truck,Pickup,45,0.003,18.78,473.24,
Stellantis,1999,Truck,Minivan/Van,577,0.039,18.85,471.51,
Nissan,1999,Truck,Minivan/Van,41,0.003,19.00,467.82,
GM,1999,All,All,4519,0.307,19.44,457.09,
Mazda,1999,Truck,Pickup,44,0.003,19.53,455.06,
Mazda,1999,Truck,All Truck,44,0.003,19.53,455.06,
Kia,1999,Truck,All Truck,25,0.002,19.67,451.86,
Kia,1999,Truck,Truck SUV,25,0.002,19.67,451.86,
Kia,1999,Car,Car SUV,13,0.001,19.67,451.82,
Toyota,1999,Truck,Minivan/Van,70,0.005,19.69,451.43,
All,1999,All,All,15215,1,19.70,451.26,
Honda,1999,Truck,Minivan/Van,50,0.003,19.83,448.06,
Mercedes,1999,All,All,200,0.014,19.96,446.41,
Honda,1999,Car,Car SUV,37,0.002,20.23,439.20,
Honda,1999,Truck,All Truck,153,0.01,20.45,434.54,
BMW,1999,Car,All Car,114,0.008,20.67,430.02,
BMW,1999,Car,Sedan/Wagon,114,0.008,20.67,430.02,
BMW,1999,All,All,114,0.008,20.67,430.02,
Honda,1999,Truck,Truck SUV,103,0.007,20.77,427.89,
Mercedes,1999,Car,All Car,148,0.01,21.50,414.77,
Mercedes,1999,Car,Sedan/Wagon,148,0.01,21.50,414.77,
Nissan,1999,All,All,574,0.039,21.56,412.12,
Stellantis,1999,Car,All Car,763,0.052,21.58,411.86,
Subaru,1999,Truck,Truck SUV,47,0.003,21.82,407.25,
Subaru,1999,Truck,All Truck,47,0.003,21.82,407.25,
Ford,1999,Car,All Car,1706,0.116,21.82,407.25,
Toyota,1999,All,All,1471,0.1,21.97,404.53,
Stellantis,1999,Car,Sedan/Wagon,684,0.046,22.13,401.50,
Toyota,1999,Car,Car SUV,50,0.003,22.18,400.73,
Subaru,1999,All,All,158,0.011,22.22,399.97,
GM,1999,Car,All Car,2641,0.18,22.26,399.16,
Ford,1999,Car,Sedan/Wagon,1554,0.106,22.33,398.03,
Subaru,1999,Car,All Car,111,0.008,22.39,396.91,
Subaru,1999,Car,Sedan/Wagon,111,0.008,22.39,396.91,
Kia,1999,All,All,95,0.006,22.51,394.87,
GM,1999,Car,Sedan/Wagon,2519,0.171,22.51,394.78,
All,1999,Car,All Car,8865,0.583,22.70,391.54,
VW,1999,All,All,373,0.025,22.70,392.23,
VW,1999,Car,All Car,371,0.025,22.77,391.03,
VW,1999,Car,Sedan/Wagon,371,0.025,22.77,391.03,
All,1999,Car,Sedan/Wagon,8376,0.551,23.00,386.37,
Mazda,1999,All,All,257,0.017,23.37,380.33,
Kia,1999,Car,All Car,70,0.005,23.74,374.39,
Honda,1999,All,All,946,0.064,23.94,371.19,
Nissan,1999,Car,Sedan/Wagon,404,0.027,24.08,369.05,
Nissan,1999,Car,All Car,404,0.027,24.08,369.05,
Mazda,1999,Car,Sedan/Wagon,212,0.014,24.37,364.68,
Mazda,1999,Car,All Car,212,0.014,24.37,364.68,
Toyota,1999,Car,All Car,972,0.066,24.45,363.46,
Toyota,1999,Car,Sedan/Wagon,922,0.063,24.59,361.45,
Honda,1999,Car,All Car,793,0.054,24.76,358.97,
Hyundai,1999,Car,Sedan/Wagon,130,0.009,24.80,358.33,
Hyundai,1999,Car,All Car,130,0.009,24.80,358.33,
Hyundai,1999,All,All,130,0.009,24.80,358.33,
Kia,1999,Car,Sedan/Wagon,57,0.004,24.91,356.71,
Honda,1999,Car,Sedan/Wagon,756,0.051,25.03,355.07,
BMW,2000,Truck,All Truck,6,0,14.30,621.33,
BMW,2000,Truck,Truck SUV,6,0,14.30,621.33,
Ford,2000,Truck,Truck SUV,571,0.036,15.14,586.87,
Stellantis,2000,Truck,Pickup,328,0.021,15.14,586.85,
Stellantis,2000,Truck,Truck SUV,629,0.04,15.49,573.58,
VW,2000,Truck,All Truck,3,0,15.58,570.58,
VW,2000,Truck,Minivan/Van,3,0,15.58,570.58,
Nissan,2000,Truck,Truck SUV,115,0.007,15.69,566.43,
GM,2000,Truck,Truck SUV,644,0.041,15.87,559.82,
All,2000,Truck,Truck SUV,2526,0.152,16.01,555.21,
Nissan,2000,Car,Car SUV,51,0.003,16.27,546.18,
Ford,2000,Truck,All Truck,1694,0.107,16.30,545.34,
Mercedes,2000,Truck,All Truck,48,0.003,16.57,536.25,
Mercedes,2000,Truck,Truck SUV,48,0.003,16.57,536.25,
Stellantis,2000,Truck,All Truck,1558,0.098,16.64,534.14,
All,2000,Truck,Pickup,2612,0.158,16.65,533.66,
Ford,2000,Truck,Pickup,805,0.051,16.68,532.90,
Toyota,2000,Truck,Pickup,268,0.017,16.75,530.46,
GM,2000,Truck,All Truck,2098,0.132,16.80,529.02,
All,2000,Truck,All Truck,6829,0.412,16.84,527.74,
GM,2000,Truck,Pickup,1037,0.065,16.95,524.35,
Nissan,2000,Truck,All Truck,305,0.019,16.97,523.62,
Ford,2000,Car,Car SUV,147,0.009,17.17,517.70,
Stellantis,2000,Car,Car SUV,113,0.007,17.23,515.87,
Toyota,2000,Truck,Truck SUV,250,0.016,17.48,508.33,
Toyota,2000,Truck,All Truck,650,0.041,17.55,506.27,
Nissan,2000,Truck,Pickup,143,0.009,17.58,505.46,
Ford,2000,Truck,Minivan/Van,319,0.02,17.69,502.39,
All,2000,Car,Car SUV,617,0.037,17.89,496.64,
GM,2000,Car,Car SUV,132,0.008,18.00,493.63,
GM,2000,Truck,Minivan/Van,417,0.026,18.02,493.05,
Stellantis,2000,All,All,2485,0.157,18.22,487.86,
All,2000,Truck,Minivan/Van,1691,0.102,18.61,477.57,
Ford,2000,All,All,3459,0.218,18.64,476.76,
Mazda,2000,Truck,Minivan/Van,51,0.003,18.74,474.32,
Nissan,2000,Truck,Minivan/Van,47,0.003,18.75,474.07,
Kia,2000,Car,Car SUV,32,0.002,18.75,474.06,
Kia,2000,Truck,All Truck,34,0.002,18.92,469.70,
Kia,2000,Truck,Truck SUV,34,0.002,18.92,469.70,
Mazda,2000,Truck,All Truck,82,0.005,18.93,469.43,
Stellantis,2000,Truck,Minivan/Van,601,0.038,19.15,464.18,
Mazda,2000,Truck,Pickup,32,0.002,19.25,461.62,
Mercedes,2000,All,All,191,0.012,19.27,461.28,
GM,2000,All,All,4674,0.295,19.44,457.24,
Toyota,2000,Truck,Minivan/Van,131,0.008,19.62,453.04,
Honda,2000,Truck,Minivan/Van,122,0.008,19.62,452.86,
Nissan,2000,All,All,805,0.051,19.70,451.19,
All,2000,All,All,16571,1,19.77,449.59,
BMW,2000,All,All,184,0.012,19.95,445.57,
Honda,2000,Truck,All Truck,221,0.014,20.18,440.44,
BMW,2000,Car,All Car,178,0.011,20.19,440.12,
BMW,2000,Car,Sedan/Wagon,178,0.011,20.19,440.12,
Mercedes,2000,Car,All Car,143,0.009,20.38,436.14,
Mercedes,2000,Car,Sedan/Wagon,143,0.009,20.38,436.14,
Honda,2000,Car,Car SUV,36,0.002,20.43,435.08,
Honda,2000,Truck,Truck SUV,99,0.006,20.90,425.12,
Toyota,2000,All,All,1657,0.104,21.19,419.34,
Toyota,2000,Car,Car SUV,52,0.003,21.30,417.32,
Ford,2000,Car,All Car,1765,0.111,21.63,410.92,
Stellantis,2000,Car,All Car,927,0.058,21.67,410.11,
Kia,2000,All,All,168,0.011,21.72,409.13,
Nissan,2000,Car,All Car,500,0.032,21.84,406.97,
Ford,2000,Car,Sedan/Wagon,1618,0.102,22.15,401.24,
Mazda,2000,All,All,272,0.017,22.29,398.78,
GM,2000,Car,All Car,2576,0.162,22.29,398.78,
Subaru,2000,Truck,Truck SUV,29,0.002,22.40,396.66,
Subaru,2000,Truck,All Truck,29,0.002,22.40,396.66,
Stellantis,2000,Car,Sedan/Wagon,814,0.051,22.48,395.37,
Subaru,2000,All,All,144,0.009,22.51,394.81,
All,2000,Car,All Car,9742,0.588,22.51,394.80,
Subaru,2000,Car,All Car,115,0.007,22.54,394.34,
Subaru,2000,Car,Sedan/Wagon,115,0.007,22.54,394.34,
GM,2000,Car,Sedan/Wagon,2444,0.154,22.58,393.65,
Kia,2000,Car,All Car,133,0.008,22.58,393.60,
Nissan,2000,Car,Sedan/Wagon,449,0.028,22.71,391.27,
VW,2000,All,All,415,0.026,22.80,391.51,
VW,2000,Car,All Car,412,0.026,22.87,390.29,
VW,2000,Car,Sedan/Wagon,412,0.026,22.87,390.29,
All,2000,Car,Sedan/Wagon,9125,0.551,22.91,387.91,
Honda,2000,All,All,1163,0.073,23.76,374.04,
Mazda,2000,Car,Sedan/Wagon,190,0.012,24.13,368.26,
Mazda,2000,Car,All Car,190,0.012,24.13,368.26,
Kia,2000,Car,Sedan/Wagon,101,0.006,24.16,367.85,
Hyundai,2000,Car,Sedan/Wagon,251,0.016,24.36,364.84,
Hyundai,2000,Car,All Car,251,0.016,24.36,364.84,
Hyundai,2000,All,All,251,0.016,24.36,364.84,
Toyota,2000,Car,All Car,1007,0.063,24.47,363.24,
Toyota,2000,Car,Sedan/Wagon,955,0.06,24.67,360.27,
Honda,2000,Car,All Car,942,0.059,24.79,358.44,
Honda,2000,Car,Sedan/Wagon,906,0.057,25.00,355.42,
Stellantis,2001,Truck,Pickup,517,0.035,14.26,623.00,
Ford,2001,Truck,Minivan/Van,231,0.015,14.74,602.76,
GM,2001,Truck,Truck SUV,728,0.049,15.20,584.54,
